0.25mg		0.75mg		5mg	
Time (Days)	Conc	Time (days)	Conc	Time (days)	Conc
2.0024	-0.0013	2.0013	0.2272	2.0283	2.4552
7.9606	0.2741	8.0039	1.1878	8.0071	8.5383
15.0155	0.4981	15.0107	1.5133	15.0668	10.5278
21.976	0.5444	21.971	1.585	22.0471	11.7268
27.9829	0.5914	28.0255	1.6573	28.1138	12.0741
nan	nan	nan	nan	36.0387	12.5845
nan	nan	nan	nan	41.9907	12.7291
