10mg		30mg		100mg	
Time (hours)	Conc	Time (hours)	Conc	Time (hours)	Conc
-0.074	0.15928	0.373	0.72023	0.471	1.16898
5.864	0.51669	6.34	1.2106	6.079	1.50562
11.788	0.80762	12.509	1.13173	12.268	1.52231
23.819	0.73714	24.579	1.23992	24.339	1.63465
47.845	0.42995	48.652	1.1488	48.732	1.51445
95.988	0.2311	96.435	0.7879	96.576	1.44025
167.925	0.15305	168.701	0.73062	168.796	1.16691
335.769	-0.56371	336.626	0.38366	337.076	0.95708
