10mg		30mg		100mg	
Time (hours)	Conc	Time (hours)	Conc	Time (hours)	Conc
5.62	0.48841	6.268	1.0063	6.493	1.30709
11.952	0.43629	12.202	1.10326	12.423	1.35174
23.809	0.48374	24.254	1.01994	24.48	1.33642
47.924	0.45572	48.367	0.95791	48.189	1.34501
95.739	0.30551	96.181	0.80509	96.417	1.26804
167.457	0.0305	168.108	0.59024	168.351	1.15258
