x,Curve2
0,"0,4125"
"0,0429","0,3412"
"0,1715","0,8516"
"0,4716","0,3769"
"1,0718","0,5312"
"1,9293","0,4955"
"3,0011","0,4718"
"3,9443","0,4659"
"6,9453","0,3591"
"13,9764","-0,2166"
"35,0697",-1
