x,Curve1
"-0.0428","1.4629"
"1.77636e-15","1.2433"
"0.1713","1.4036"
"0.2998","1.4332"
"0.5567","1.4926"
"1.0707","1.3264"
"2.0128","1.1958"
"3.0407","1.3086"
"4.0685","1.2077"
"21.0278","0.2878"
"42.0128","-0.0682"
